               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 165,             0.02846,            0.037459,            0.012555,             0.83342,             0.88095,             0.86554,             0.65907,            0.027176,            0.041105,             0.01162,            0.001882,            0.001882,            0.001882
                 166,            0.029487,            0.038444,            0.011117,             0.83342,             0.88095,             0.86554,             0.65907,            0.027176,            0.041105,             0.01162,           0.0018325,           0.0018325,           0.0018325
                 167,            0.028926,            0.033151,            0.011242,             0.83503,             0.87814,             0.86515,             0.65439,            0.027909,            0.041225,            0.011452,            0.001783,            0.001783,            0.001783
                 168,            0.030887,            0.038287,            0.011568,             0.83503,             0.87814,             0.86515,             0.65439,            0.027909,            0.041225,            0.011452,           0.0017335,           0.0017335,           0.0017335
                 169,            0.029111,            0.041075,            0.011569,             0.80496,             0.87496,             0.86661,             0.63465,             0.02627,            0.041243,            0.011324,            0.001684,            0.001684,            0.001684
                 170,            0.027315,            0.045458,            0.011508,             0.80496,             0.87496,             0.86661,             0.63465,             0.02627,            0.041243,            0.011324,           0.0016345,           0.0016345,           0.0016345
                 171,            0.031774,            0.037515,            0.013354,             0.83907,              0.8741,             0.86615,             0.66799,              0.0278,            0.041259,            0.011223,            0.001585,            0.001585,            0.001585
                 172,            0.027655,            0.046234,            0.011027,             0.83907,              0.8741,             0.86615,             0.66799,              0.0278,            0.041259,            0.011223,           0.0015355,           0.0015355,           0.0015355
                 173,            0.027909,             0.04103,              0.0115,             0.83754,              0.8731,             0.87108,             0.65507,            0.027185,            0.041889,            0.011133,            0.001486,            0.001486,            0.001486
                 174,            0.029338,             0.03712,            0.013211,             0.83754,              0.8731,             0.87108,             0.65507,            0.027185,            0.041889,            0.011133,           0.0014365,           0.0014365,           0.0014365
                 175,            0.027701,             0.04244,            0.012749,             0.83473,             0.87272,             0.87094,             0.68273,            0.026374,            0.041668,            0.011098,            0.001387,            0.001387,            0.001387
                 176,            0.028546,            0.038343,            0.012126,             0.83473,             0.87272,             0.87094,             0.68273,            0.026374,            0.041668,            0.011098,           0.0013375,           0.0013375,           0.0013375
                 177,            0.027659,            0.043579,            0.012032,             0.83604,             0.87291,             0.87055,             0.69309,             0.02642,            0.041946,            0.011048,            0.001288,            0.001288,            0.001288
                 178,             0.02915,            0.041259,            0.012118,             0.83604,             0.87291,             0.87055,             0.69309,             0.02642,            0.041946,            0.011048,           0.0012385,           0.0012385,           0.0012385
                 179,            0.028222,            0.040957,            0.013162,             0.83657,             0.87332,             0.87109,             0.68086,            0.027292,             0.04187,            0.010947,            0.001189,            0.001189,            0.001189
                 180,            0.029097,            0.033252,            0.011622,             0.83657,             0.87332,             0.87109,             0.68086,            0.027292,             0.04187,            0.010947,           0.0011395,           0.0011395,           0.0011395
                 181,            0.026703,            0.035489,            0.010469,             0.83691,             0.87375,              0.8712,             0.68648,            0.027331,            0.041927,            0.010894,             0.00109,             0.00109,             0.00109
                 182,            0.028137,            0.037013,            0.010722,             0.83691,             0.87375,              0.8712,             0.68648,            0.027331,            0.041927,            0.010894,           0.0010405,           0.0010405,           0.0010405
                 183,            0.026298,            0.044651,            0.011615,             0.83799,             0.87371,             0.87042,             0.68414,            0.026758,            0.041773,            0.010955,            0.000991,            0.000991,            0.000991
                 184,             0.02809,            0.037568,            0.013666,             0.83799,             0.87371,             0.87042,             0.68414,            0.026758,            0.041773,            0.010955,           0.0009415,           0.0009415,           0.0009415
                 185,            0.026628,             0.04635,            0.012262,             0.83832,             0.87355,             0.87019,             0.67989,            0.026755,            0.041741,            0.011006,            0.000892,            0.000892,            0.000892
                 186,            0.027986,            0.048043,            0.012304,             0.83832,             0.87355,             0.87019,             0.67989,            0.026755,            0.041741,            0.011006,           0.0008425,           0.0008425,           0.0008425
                 187,            0.027273,             0.04483,            0.011357,             0.83917,             0.87339,             0.87008,             0.68688,            0.026584,            0.041776,            0.011035,            0.000793,            0.000793,            0.000793
                 188,            0.029885,            0.030416,            0.012628,             0.83917,             0.87339,             0.87008,             0.68688,            0.026584,            0.041776,            0.011035,           0.0007435,           0.0007435,           0.0007435
                 189,             0.02652,            0.040319,            0.010862,             0.83926,             0.87349,             0.87031,             0.70134,            0.025906,            0.041658,            0.011026,            0.000694,            0.000694,            0.000694
                 190,            0.028853,            0.038958,            0.014741,             0.83926,             0.87349,             0.87031,             0.70134,            0.025906,            0.041658,            0.011026,           0.0006445,           0.0006445,           0.0006445
                 191,            0.027723,             0.04132,            0.012904,               0.839,             0.87378,             0.87031,              0.6948,             0.02542,            0.041343,            0.011033,            0.000595,            0.000595,            0.000595
                 192,            0.030576,             0.03598,            0.012276,               0.839,             0.87378,             0.87031,              0.6948,             0.02542,            0.041343,            0.011033,           0.0005455,           0.0005455,           0.0005455
                 193,            0.027098,            0.042735,            0.010843,             0.83866,             0.87395,              0.8701,             0.68556,             0.02594,            0.041503,            0.011071,            0.000496,            0.000496,            0.000496
                 194,            0.027084,            0.044041,             0.01309,             0.83866,             0.87395,              0.8701,             0.68556,             0.02594,            0.041503,            0.011071,           0.0004465,           0.0004465,           0.0004465
                 195,             0.02928,            0.039251,            0.013703,             0.83857,             0.87385,                0.87,             0.68507,            0.026035,            0.041224,            0.011141,            0.000397,            0.000397,            0.000397
                 196,            0.027253,            0.035921,            0.011668,             0.83857,             0.87385,                0.87,             0.68507,            0.026035,            0.041224,            0.011141,           0.0003475,           0.0003475,           0.0003475
                 197,             0.02849,            0.037158,            0.012136,             0.83781,             0.87394,             0.86999,             0.69166,             0.02622,            0.041087,            0.011142,            0.000298,            0.000298,            0.000298
                 198,            0.026408,            0.036905,            0.010784,             0.83781,             0.87394,             0.86999,             0.69166,             0.02622,            0.041087,            0.011142,           0.0002485,           0.0002485,           0.0002485
                 199,            0.030045,            0.032783,            0.010603,             0.83816,             0.87419,             0.86994,             0.68893,            0.026266,             0.04098,            0.011115,            0.000199,            0.000199,            0.000199
